,Date,Approval Index,Strongly Approve,Strongly Disapprove,Total Approve,Total Disapprove,Retail Price of Gasoline (Dollars per Gallon),Year
81,2019-06-17,-7,35,42,48.0,50,2.759,2019
82,2019-06-10,-5,35,40,50.0,48,2.821,2019
83,2019-06-03,-7,34,41,47.0,52,2.8930000000000002,2019
84,2019-05-27,-13,32,45,46.0,53,2.909,2019
85,2019-05-20,-12,32,44,44.0,54,2.9389999999999996,2019
86,2019-05-13,-1,38,39,50.0,49,2.9539999999999997,2019
87,2019-05-06,-4,35,39,50.0,48,2.983,2019
88,2019-04-29,-5,34,39,48.0,49,2.972,2019
89,2019-04-22,-8,35,43,47.0,51,2.926,2019
90,2019-04-15,-4,36,40,50.0,49,2.912,2019
91,2019-04-08,-3,36,39,51.0,47,2.826,2019
92,2019-04-01,-2,38,40,51.0,49,2.77,2019
93,2019-03-25,-9,35,44,45.0,54,2.701,2019
94,2019-03-18,-8,34,42,47.0,51,2.625,2019
95,2019-03-11,-8,36,44,49.0,50,2.549,2019
96,2019-03-04,-7,34,41,47.0,51,2.502,2019
97,2019-02-25,-6,35,41,49.0,49,2.471,2019
98,2019-02-18,-3,37,40,50.0,49,2.4,2019
99,2019-02-11,0,39,39,52.0,47,2.3609999999999998,2019
100,2019-02-04,-10,34,44,45.0,54,2.3409999999999997,2019
101,2019-01-28,-13,32,45,45.0,54,2.343,2019
102,2019-01-21,-17,31,48,44.0,56,2.34,2019
103,2019-01-14,-14,32,46,43.0,55,2.338,2019
104,2019-01-07,-11,33,44,46.0,53,2.329,2019
105,2018-12-24,-11,33,44,46.0,52,2.4130000000000003,2018
106,2018-12-17,-9,33,42,47.0,51,2.46,2018
107,2018-12-10,-7,35,42,48.0,51,2.511,2018
108,2018-12-03,-10,33,43,48.0,50,2.544,2018
109,2018-11-19,-5,36,41,50.0,49,2.7,2018
110,2018-11-12,-9,35,44,46.0,52,2.773,2018
111,2018-11-05,-5,36,41,50.0,49,2.84,2018
112,2018-10-29,-8,35,43,50.0,49,2.8960000000000004,2018
113,2018-10-22,-9,34,43,47.0,52,2.925,2018
114,2018-10-15,-2,37,39,51.0,49,2.9610000000000003,2018
115,2018-10-08,0,38,38,51.0,47,2.984,2018
116,2018-10-01,-8,34,42,48.0,50,2.947,2018
117,2018-09-24,-6,36,42,49.0,50,2.923,2018
118,2018-09-17,-8,34,42,49.0,50,2.9210000000000003,2018
119,2018-09-10,-10,33,43,48.0,51,2.912,2018
120,2018-09-03,-7,35,42,47.0,51,2.903,2018
121,2018-08-27,-12,31,43,46.0,54,2.906,2018
122,2018-08-20,-11,32,43,48.0,52,2.9,2018
123,2018-08-13,-8,33,41,48.0,50,2.9210000000000003,2018
124,2018-08-06,-9,33,42,47.0,51,2.93,2018
125,2018-07-30,-9,34,43,47.0,51,2.924,2018
126,2018-07-23,-10,33,43,46.0,53,2.911,2018
127,2018-07-16,-13,33,46,45.0,54,2.943,2018
128,2018-07-09,-9,32,41,47.0,52,2.937,2018
129,2018-07-02,-5,35,40,48.0,51,2.924,2018
130,2018-06-25,-10,33,43,46.0,52,2.9130000000000003,2018
131,2018-06-18,-6,34,40,48.0,50,2.958,2018
132,2018-06-11,-8,32,40,47.0,52,2.989,2018
133,2018-06-04,-8,33,41,48.0,50,3.0180000000000002,2018
134,2018-05-28,-5,34,39,49.0,50,3.0389999999999997,2018
135,2018-05-21,-11,33,44,47.0,51,2.9989999999999997,2018
136,2018-05-14,-6,34,40,47.0,52,2.949,2018
137,2018-05-07,-7,33,40,49.0,49,2.96,2018
138,2018-04-30,-7,34,41,47.0,52,2.9610000000000003,2018
139,2018-04-23,-9,33,42,48.0,50,2.9139999999999997,2018
140,2018-04-16,-4,35,39,51.0,48,2.863,2018
141,2018-04-09,-11,31,42,48.0,52,2.8110000000000004,2018
142,2018-04-02,-6,33,39,50.0,49,2.8169999999999997,2018
143,2018-03-26,-12,30,42,46.0,52,2.764,2018
144,2018-03-19,-12,31,43,47.0,52,2.716,2018
145,2018-03-12,-12,31,43,45.0,53,2.677,2018
146,2018-03-05,-9,32,41,48.0,52,2.679,2018
147,2018-02-26,-6,35,41,49.0,49,2.6660000000000004,2018
148,2018-02-19,-13,31,44,47.0,52,2.676,2018
149,2018-02-12,-7,34,41,48.0,50,2.7239999999999998,2018
150,2018-02-05,-4,35,39,49.0,49,2.753,2018
151,2018-01-29,-14,29,43,43.0,56,2.7230000000000003,2018
152,2018-01-22,-18,28,46,42.0,56,2.6839999999999997,2018
153,2018-01-15,-13,31,44,46.0,52,2.673,2018
154,2018-01-08,-16,30,46,42.0,56,2.639,2018
155,2017-12-18,-17,29,46,42.0,55,2.568,2017
156,2017-12-11,-16,29,45,42.0,56,2.6010000000000004,2017
157,2017-12-04,-17,28,45,42.0,56,2.617,2017
158,2017-11-27,-20,27,47,43.0,55,2.648,2017
159,2017-11-20,-21,26,47,41.0,57,2.6830000000000003,2017
160,2017-11-13,-14,30,44,46.0,53,2.7060000000000004,2017
161,2017-11-06,-19,28,47,44.0,55,2.673,2017
162,2017-10-30,-18,28,46,44.0,54,2.602,2017
163,2017-10-23,-23,27,50,41.0,58,2.594,2017
164,2017-10-16,-20,27,47,43.0,56,2.605,2017
165,2017-10-09,-19,28,47,44.0,55,2.622,2017
166,2017-10-02,-21,28,49,42.0,57,2.682,2017
167,2017-09-25,-18,27,45,44.0,54,2.701,2017
168,2017-09-18,-20,26,46,44.0,55,2.75,2017
169,2017-09-11,-18,27,45,44.0,55,2.8,2017
170,2017-09-04,-18,26,44,43.0,55,2.7939999999999996,2017
171,2017-08-28,-21,26,47,42.0,57,2.513,2017
172,2017-08-21,-21,25,46,42.0,57,2.474,2017
173,2017-08-14,-18,26,44,43.0,55,2.497,2017
174,2017-08-07,-23,25,48,41.0,57,2.492,2017
175,2017-07-31,-23,26,49,39.0,61,2.467,2017
176,2017-07-24,-19,27,46,44.0,56,2.426,2017
177,2017-07-17,-18,28,46,43.0,57,2.392,2017
178,2017-07-10,-17,28,45,45.0,55,2.411,2017
179,2017-07-03,-19,27,46,44.0,56,2.376,2017
180,2017-06-26,-15,29,44,47.0,53,2.404,2017
181,2017-06-19,-10,31,41,48.0,51,2.4330000000000003,2017
182,2017-06-12,-14,30,44,46.0,54,2.479,2017
183,2017-06-05,-19,27,46,46.0,54,2.525,2017
184,2017-05-29,-16,29,45,45.0,55,2.516,2017
185,2017-05-22,-18,28,46,44.0,56,2.51,2017
186,2017-05-15,-19,27,46,44.0,56,2.481,2017
187,2017-05-08,-15,29,44,45.0,54,2.484,2017
188,2017-05-01,-12,30,42,47.0,53,2.522,2017
189,2017-04-24,-7,32,39,51.0,49,2.559,2017
190,2017-04-17,-9,30,39,50.0,50,2.546,2017
191,2017-04-10,-19,27,46,44.0,56,2.5340000000000003,2017
192,2017-04-03,-19,27,46,42.0,58,2.471,2017
193,2017-03-27,-16,28,44,45.0,54,2.428,2017
194,2017-03-20,-7,35,42,49.0,51,2.4330000000000003,2017
195,2017-03-13,-11,31,42,47.0,53,2.434,2017
196,2017-03-06,-1,37,38,52.0,48,2.452,2017
197,2017-02-27,-4,35,39,51.0,49,2.427,2017
198,2017-02-20,-4,35,39,51.0,49,2.414,2017
199,2017-02-13,-3,37,40,52.0,48,2.418,2017
200,2017-02-06,+1,39,38,53.0,47,2.405,2017
201,2017-01-30,-1,36,37,53.0,47,2.408,2017
202,2017-01-23,+4,39,35,55.0,44,2.436,2017
