,Date,Strongly Approve,Strongly Disapprove,Total Approve,Total Disapprove,Retail Price of Gasoline (Dollars per Gallon),Year
25,2009-05-04,34.57142857142857,31.428571428571427,54.857142857142854,44.0,2.129,2009
26,2009-05-11,35.714285714285715,28.714285714285715,57.285714285714285,42.142857142857146,2.29,2009
27,2009-05-18,35.333333333333336,29.5,56.333333333333336,42.833333333333336,2.36,2009
28,2009-05-25,35.42857142857143,29.142857142857142,57.142857142857146,41.42857142857143,2.485,2009
29,2009-06-01,34.714285714285715,28.428571428571427,56.857142857142854,42.142857142857146,2.572,2009
30,2009-06-08,34.0,31.0,55.142857142857146,44.285714285714285,2.673,2009
31,2009-06-15,36.0,30.285714285714285,55.57142857142857,43.57142857142857,2.722,2009
32,2009-06-22,34.714285714285715,32.714285714285715,54.714285714285715,44.57142857142857,2.7430000000000003,2009
33,2009-06-29,32.857142857142854,31.857142857142858,54.857142857142854,44.285714285714285,2.695,2009
34,2009-07-06,32.25,33.25,54.0,45.25,2.6660000000000004,2009
35,2009-07-13,30.857142857142858,36.42857142857143,51.714285714285715,47.285714285714285,2.5839999999999996,2009
36,2009-07-20,28.714285714285715,36.0,51.857142857142854,47.142857142857146,2.519,2009
37,2009-07-27,29.428571428571427,37.0,50.0,49.0,2.557,2009
38,2009-08-03,29.714285714285715,39.0,49.0,49.857142857142854,2.61,2009
39,2009-08-10,31.571428571428573,37.857142857142854,49.857142857142854,49.57142857142857,2.7,2009
40,2009-08-17,30.428571428571427,38.142857142857146,48.0,51.42857142857143,2.6910000000000003,2009
41,2009-08-24,30.714285714285715,39.285714285714285,49.285714285714285,50.0,2.682,2009
42,2009-08-31,30.714285714285715,40.0,49.142857142857146,50.142857142857146,2.667,2009
43,2009-09-07,28.714285714285715,39.57142857142857,47.142857142857146,52.142857142857146,2.642,2009
44,2009-09-14,31.714285714285715,39.42857142857143,49.42857142857143,49.714285714285715,2.6319999999999997,2009
45,2009-09-21,32.42857142857143,38.857142857142854,49.142857142857146,50.285714285714285,2.6069999999999998,2009
46,2009-09-28,31.142857142857142,38.714285714285715,49.714285714285715,49.285714285714285,2.5540000000000003,2009
47,2009-10-05,29.428571428571427,38.285714285714285,48.857142857142854,50.57142857142857,2.523,2009
48,2009-10-12,30.285714285714285,36.42857142857143,49.714285714285715,49.857142857142854,2.543,2009
49,2009-10-19,30.285714285714285,39.0,48.57142857142857,50.42857142857143,2.6260000000000003,2009
50,2009-10-26,28.571428571428573,39.57142857142857,47.714285714285715,51.285714285714285,2.727,2009
51,2009-11-02,29.285714285714285,39.857142857142854,47.142857142857146,51.857142857142854,2.7460000000000004,2009
52,2009-11-09,29.0,39.42857142857143,47.857142857142854,51.142857142857146,2.72,2009
53,2009-11-16,29.571428571428573,39.0,48.142857142857146,50.857142857142854,2.6839999999999997,2009
54,2009-11-23,27.285714285714285,39.714285714285715,47.714285714285715,51.42857142857143,2.694,2009
55,2009-11-30,27.0,41.333333333333336,45.666666666666664,53.666666666666664,2.6839999999999997,2009
56,2009-12-07,26.857142857142858,39.714285714285715,46.714285714285715,52.57142857142857,2.6889999999999996,2009
57,2009-12-14,26.571428571428573,39.57142857142857,47.0,52.0,2.655,2009
58,2009-12-21,26.571428571428573,41.0,45.142857142857146,53.714285714285715,2.645,2009
59,2009-12-28,26.0,44.0,44.75,55.0,2.662,2009
60,2010-01-04,25.75,41.0,46.5,52.5,2.718,2010
61,2010-01-11,26.714285714285715,40.857142857142854,47.142857142857146,52.42857142857143,2.804,2010
62,2010-01-18,25.857142857142858,39.857142857142854,46.857142857142854,52.142857142857146,2.793,2010
63,2010-01-25,26.142857142857142,41.0,46.42857142857143,52.714285714285715,2.76,2010
64,2010-02-01,27.0,41.0,47.42857142857143,52.285714285714285,2.717,2010
65,2010-02-08,29.571428571428573,39.42857142857143,47.42857142857143,51.714285714285715,2.707,2010
66,2010-02-15,25.571428571428573,40.0,46.57142857142857,52.285714285714285,2.6639999999999997,2010
67,2010-02-22,25.0,39.0,47.57142857142857,51.57142857142857,2.7089999999999996,2010
68,2010-03-01,23.714285714285715,41.857142857142854,44.57142857142857,54.285714285714285,2.7560000000000002,2010
69,2010-03-08,26.0,40.42857142857143,46.57142857142857,52.857142857142854,2.804,2010
70,2010-03-15,24.285714285714285,41.714285714285715,44.57142857142857,54.142857142857146,2.841,2010
71,2010-03-22,24.285714285714285,42.857142857142854,44.57142857142857,54.714285714285715,2.87,2010
72,2010-03-29,30.285714285714285,42.0,47.714285714285715,52.142857142857146,2.8510000000000004,2010
73,2010-04-05,31.285714285714285,41.857142857142854,46.714285714285715,52.57142857142857,2.877,2010
74,2010-04-12,30.428571428571427,42.142857142857146,47.857142857142854,52.0,2.909,2010
75,2010-04-19,29.857142857142858,41.57142857142857,47.714285714285715,51.285714285714285,2.911,2010
76,2010-04-26,30.285714285714285,40.42857142857143,47.142857142857146,51.857142857142854,2.9010000000000002,2010
77,2010-05-03,30.285714285714285,40.57142857142857,47.0,52.142857142857146,2.95,2010
78,2010-05-10,28.142857142857142,39.714285714285715,47.0,52.142857142857146,2.958,2010
79,2010-05-17,28.833333333333332,40.5,47.166666666666664,52.166666666666664,2.918,2010
80,2010-05-24,26.285714285714285,42.285714285714285,45.57142857142857,53.285714285714285,2.842,2010
81,2010-05-31,26.142857142857142,42.0,45.285714285714285,53.714285714285715,2.784,2010
82,2010-06-07,25.857142857142858,40.857142857142854,46.42857142857143,53.285714285714285,2.78,2010
83,2010-06-14,26.142857142857142,42.142857142857146,46.57142857142857,52.714285714285715,2.7560000000000002,2010
84,2010-06-21,25.142857142857142,44.0,43.0,56.285714285714285,2.795,2010
85,2010-06-28,27.428571428571427,41.42857142857143,46.0,53.0,2.8089999999999997,2010
86,2010-07-05,26.8,41.8,46.2,53.0,2.779,2010
87,2010-07-12,26.333333333333332,42.166666666666664,46.166666666666664,52.833333333333336,2.7710000000000004,2010
88,2010-07-19,26.0,42.285714285714285,46.42857142857143,53.142857142857146,2.775,2010
89,2010-07-26,26.571428571428573,44.0,44.57142857142857,54.42857142857143,2.801,2010
90,2010-08-02,25.714285714285715,43.57142857142857,45.142857142857146,54.57142857142857,2.7880000000000003,2010
91,2010-08-09,28.428571428571427,41.857142857142854,46.57142857142857,52.714285714285715,2.835,2010
92,2010-08-16,25.857142857142858,43.714285714285715,45.142857142857146,53.57142857142857,2.798,2010
93,2010-08-23,25.714285714285715,44.0,45.142857142857146,53.714285714285715,2.759,2010
94,2010-08-30,26.571428571428573,42.57142857142857,45.57142857142857,53.714285714285715,2.736,2010
95,2010-09-06,26.857142857142858,42.714285714285715,45.285714285714285,53.42857142857143,2.735,2010
96,2010-09-13,26.285714285714285,45.285714285714285,43.714285714285715,55.42857142857143,2.772,2010
97,2010-09-20,27.857142857142858,43.142857142857146,45.714285714285715,53.857142857142854,2.775,2010
98,2010-09-27,27.428571428571427,42.857142857142854,46.0,53.142857142857146,2.747,2010
99,2010-10-04,28.428571428571427,43.714285714285715,47.0,52.285714285714285,2.784,2010
100,2010-10-11,29.142857142857142,41.142857142857146,47.714285714285715,51.42857142857143,2.8710000000000004,2010
101,2010-10-18,27.857142857142858,43.857142857142854,45.285714285714285,53.714285714285715,2.887,2010
102,2010-10-25,28.142857142857142,42.42857142857143,47.142857142857146,52.0,2.87,2010
103,2010-11-01,27.428571428571427,44.142857142857146,45.714285714285715,53.42857142857143,2.861,2010
104,2010-11-08,27.714285714285715,43.0,46.857142857142854,52.42857142857143,2.917,2010
105,2010-11-15,26.428571428571427,43.57142857142857,45.42857142857143,53.42857142857143,2.944,2010
106,2010-11-22,26.428571428571427,40.857142857142854,45.857142857142854,52.857142857142854,2.931,2010
107,2010-11-29,27.666666666666668,41.666666666666664,47.0,51.666666666666664,2.912,2010
108,2010-12-06,24.285714285714285,41.42857142857143,45.142857142857146,53.857142857142854,3.013,2010
109,2010-12-13,26.714285714285715,40.0,46.142857142857146,52.857142857142854,3.035,2010
110,2010-12-20,23.714285714285715,41.42857142857143,45.0,54.142857142857146,3.037,2010
111,2010-12-27,24.4,38.0,48.0,50.8,3.1060000000000003,2010
112,2011-01-03,27.2,38.6,47.4,51.4,3.1239999999999997,2011
113,2011-01-10,25.857142857142858,39.285714285714285,47.142857142857146,51.714285714285715,3.142,2011
114,2011-01-17,25.428571428571427,38.0,47.285714285714285,51.714285714285715,3.158,2011
115,2011-01-24,28.428571428571427,36.57142857142857,48.57142857142857,50.142857142857146,3.1630000000000003,2011
116,2011-01-31,29.142857142857142,36.714285714285715,49.857142857142854,48.57142857142857,3.155,2011
117,2011-02-07,26.428571428571427,39.714285714285715,48.0,51.142857142857146,3.185,2011
118,2011-02-14,27.428571428571427,36.42857142857143,49.142857142857146,50.0,3.193,2011
119,2011-02-21,26.714285714285715,38.857142857142854,46.714285714285715,51.857142857142854,3.2430000000000003,2011
120,2011-02-28,24.428571428571427,40.285714285714285,46.42857142857143,53.142857142857146,3.435,2011
121,2011-03-07,26.714285714285715,38.857142857142854,46.714285714285715,52.142857142857146,3.572,2011
122,2011-03-14,24.714285714285715,39.142857142857146,47.0,52.285714285714285,3.6210000000000004,2011
123,2011-03-21,22.857142857142858,41.142857142857146,44.285714285714285,55.142857142857146,3.617,2011
124,2011-03-28,25.285714285714285,38.714285714285715,46.714285714285715,52.57142857142857,3.65,2011
125,2011-04-04,25.142857142857142,41.142857142857146,44.857142857142854,54.0,3.737,2011
126,2011-04-11,22.857142857142858,38.142857142857146,46.857142857142854,52.142857142857146,3.843,2011
127,2011-04-18,21.428571428571427,38.142857142857146,47.0,52.142857142857146,3.8960000000000004,2011
128,2011-04-25,23.0,38.857142857142854,47.142857142857146,52.142857142857146,3.932,2011
129,2011-05-02,23.0,38.857142857142854,47.42857142857143,51.285714285714285,4.013999999999999,2011
130,2011-05-09,25.571428571428573,35.142857142857146,49.57142857142857,49.285714285714285,4.018,2011
131,2011-05-16,25.0,36.166666666666664,48.0,51.166666666666664,4.013999999999999,2011
132,2011-05-23,25.714285714285715,35.285714285714285,49.142857142857146,49.714285714285715,3.904,2011
133,2011-05-30,24.857142857142858,35.57142857142857,49.857142857142854,48.714285714285715,3.8480000000000003,2011
134,2011-06-06,24.571428571428573,35.285714285714285,49.0,50.0,3.833,2011
135,2011-06-13,24.0,36.714285714285715,48.142857142857146,51.142857142857146,3.767,2011
136,2011-06-20,22.142857142857142,40.42857142857143,46.142857142857146,53.42857142857143,3.708,2011
137,2011-06-27,23.428571428571427,38.714285714285715,46.57142857142857,51.857142857142854,3.6310000000000002,2011
138,2011-07-04,22.285714285714285,37.714285714285715,48.142857142857146,51.0,3.634,2011
139,2011-07-11,23.0,39.8,47.2,51.6,3.695,2011
140,2011-07-18,24.142857142857142,39.142857142857146,47.285714285714285,51.714285714285715,3.736,2011
141,2011-07-25,23.857142857142858,41.714285714285715,44.857142857142854,53.57142857142857,3.7539999999999996,2011
142,2011-08-01,24.0,43.0,44.42857142857143,54.857142857142854,3.766,2011
143,2011-08-08,23.285714285714285,40.285714285714285,45.42857142857143,53.142857142857146,3.73,2011
144,2011-08-15,20.857142857142858,42.0,44.0,54.57142857142857,3.662,2011
145,2011-08-22,20.285714285714285,42.142857142857146,43.857142857142854,54.0,3.638,2011
146,2011-08-29,21.285714285714285,43.42857142857143,44.0,55.42857142857143,3.682,2011
147,2011-09-05,19.714285714285715,42.0,43.714285714285715,55.42857142857143,3.727,2011
148,2011-09-12,20.571428571428573,43.142857142857146,42.57142857142857,55.42857142857143,3.715,2011
149,2011-09-19,22.714285714285715,41.142857142857146,45.142857142857146,54.142857142857146,3.657,2011
150,2011-09-26,21.142857142857142,41.0,45.285714285714285,52.857142857142854,3.568,2011
151,2011-10-03,21.714285714285715,42.714285714285715,45.285714285714285,53.285714285714285,3.492,2011
152,2011-10-10,19.571428571428573,42.714285714285715,42.714285714285715,55.42857142857143,3.4760000000000004,2011
153,2011-10-17,21.857142857142858,41.0,45.142857142857146,53.42857142857143,3.533,2011
154,2011-10-24,19.571428571428573,41.857142857142854,43.714285714285715,55.0,3.52,2011
155,2011-10-31,19.857142857142858,40.857142857142854,44.42857142857143,53.857142857142854,3.511,2011
156,2011-11-07,20.857142857142858,41.42857142857143,44.857142857142854,53.714285714285715,3.4819999999999998,2011
157,2011-11-14,21.857142857142858,39.0,46.142857142857146,52.714285714285715,3.495,2011
158,2011-11-21,22.285714285714285,40.285714285714285,46.714285714285715,52.285714285714285,3.427,2011
159,2011-11-28,21.666666666666668,40.0,45.0,52.333333333333336,3.3680000000000003,2011
160,2011-12-05,20.142857142857142,42.0,44.0,54.57142857142857,3.35,2011
161,2011-12-12,21.428571428571427,40.857142857142854,44.857142857142854,54.142857142857146,3.346,2011
162,2011-12-19,23.0,40.714285714285715,46.57142857142857,52.285714285714285,3.29,2011
163,2011-12-26,22.6,38.4,47.4,50.8,3.3169999999999997,2011
164,2012-01-02,23.2,40.0,45.4,53.4,3.358,2012
165,2012-01-09,23.166666666666668,41.666666666666664,45.833333333333336,53.0,3.4410000000000003,2012
166,2012-01-16,22.142857142857142,40.0,45.57142857142857,53.42857142857143,3.451,2012
167,2012-01-23,22.714285714285715,40.0,46.0,52.57142857142857,3.45,2012
168,2012-01-30,23.714285714285715,38.57142857142857,47.285714285714285,51.285714285714285,3.5,2012
169,2012-02-06,25.0,38.42857142857143,48.42857142857143,49.714285714285715,3.542,2012
170,2012-02-13,26.142857142857142,37.285714285714285,50.0,48.857142857142854,3.5839999999999996,2012
171,2012-02-20,26.857142857142858,39.285714285714285,49.42857142857143,49.142857142857146,3.6519999999999997,2012
172,2012-02-27,26.428571428571427,40.0,48.57142857142857,49.857142857142854,3.78,2012
173,2012-03-05,26.428571428571427,40.857142857142854,46.857142857142854,52.142857142857146,3.8489999999999998,2012
174,2012-03-12,26.285714285714285,42.42857142857143,46.42857142857143,52.285714285714285,3.884,2012
175,2012-03-19,27.142857142857142,40.42857142857143,48.285714285714285,50.57142857142857,3.923,2012
176,2012-03-26,25.285714285714285,40.714285714285715,47.57142857142857,50.857142857142854,3.9730000000000003,2012
177,2012-04-02,27.142857142857142,40.57142857142857,47.42857142857143,51.857142857142854,3.9960000000000004,2012
178,2012-04-09,24.428571428571427,40.714285714285715,47.0,51.857142857142854,3.997,2012
179,2012-04-16,24.285714285714285,40.42857142857143,47.0,51.142857142857146,3.98,2012
180,2012-04-23,25.142857142857142,40.42857142857143,48.142857142857146,50.57142857142857,3.929,2012
181,2012-04-30,25.428571428571427,40.57142857142857,47.0,52.0,3.889,2012
182,2012-05-07,27.571428571428573,38.857142857142854,48.714285714285715,50.142857142857146,3.8489999999999998,2012
183,2012-05-14,24.571428571428573,41.857142857142854,45.857142857142854,53.285714285714285,3.8139999999999996,2012
184,2012-05-21,26.333333333333332,41.666666666666664,47.833333333333336,51.333333333333336,3.773,2012
185,2012-05-28,26.714285714285715,40.0,49.857142857142854,49.285714285714285,3.728,2012
186,2012-06-04,26.285714285714285,40.142857142857146,47.857142857142854,50.857142857142854,3.6710000000000003,2012
187,2012-06-11,25.857142857142858,40.57142857142857,47.714285714285715,51.285714285714285,3.6289999999999996,2012
188,2012-06-18,26.571428571428573,41.57142857142857,47.42857142857143,51.714285714285715,3.589,2012
189,2012-06-25,25.0,43.142857142857146,45.285714285714285,53.142857142857146,3.4939999999999998,2012
190,2012-07-02,23.857142857142858,41.714285714285715,47.57142857142857,50.857142857142854,3.415,2012
191,2012-07-09,25.4,41.4,48.0,51.0,3.469,2012
192,2012-07-16,26.714285714285715,42.0,47.142857142857146,51.57142857142857,3.485,2012
193,2012-07-23,25.857142857142858,41.857142857142854,47.142857142857146,51.142857142857146,3.554,2012
194,2012-07-30,26.428571428571427,41.285714285714285,47.57142857142857,51.57142857142857,3.568,2012
195,2012-08-06,23.857142857142858,43.42857142857143,45.857142857142854,52.57142857142857,3.702,2012
196,2012-08-13,25.571428571428573,41.714285714285715,46.42857142857143,51.857142857142854,3.779,2012
197,2012-08-20,24.428571428571427,42.142857142857146,47.285714285714285,51.57142857142857,3.803,2012
198,2012-08-27,24.428571428571427,40.714285714285715,48.42857142857143,50.285714285714285,3.8369999999999997,2012
199,2012-09-03,25.857142857142858,40.142857142857146,49.142857142857146,50.42857142857143,3.903,2012
200,2012-09-10,27.285714285714285,43.0,48.142857142857146,51.142857142857146,3.907,2012
201,2012-09-17,29.142857142857142,41.142857142857146,50.142857142857146,49.142857142857146,3.9389999999999996,2012
202,2012-09-24,29.857142857142858,41.42857142857143,49.57142857142857,49.285714285714285,3.889,2012
203,2012-10-01,27.714285714285715,42.42857142857143,48.42857142857143,50.42857142857143,3.866,2012
204,2012-10-08,28.714285714285715,40.857142857142854,49.285714285714285,49.285714285714285,3.9139999999999997,2012
205,2012-10-15,30.142857142857142,41.857142857142854,49.714285714285715,49.42857142857143,3.886,2012
206,2012-10-22,30.0,43.285714285714285,48.285714285714285,50.857142857142854,3.7560000000000002,2012
207,2012-10-29,29.142857142857142,42.0,48.57142857142857,50.285714285714285,3.638,2012
208,2012-11-05,31.285714285714285,41.857142857142854,49.714285714285715,49.285714285714285,3.563,2012
209,2012-11-12,33.57142857142857,40.142857142857146,51.285714285714285,47.57142857142857,3.5180000000000002,2012
210,2012-11-19,31.571428571428573,36.42857142857143,53.714285714285715,45.285714285714285,3.497,2012
211,2012-11-26,31.666666666666668,35.333333333333336,54.0,45.0,3.505,2012
212,2012-12-03,30.571428571428573,35.42857142857143,54.714285714285715,44.42857142857143,3.463,2012
213,2012-12-10,30.857142857142858,33.714285714285715,55.142857142857146,43.714285714285715,3.4189999999999996,2012
214,2012-12-17,32.714285714285715,34.42857142857143,55.57142857142857,43.0,3.324,2012
215,2012-12-24,32.57142857142857,33.285714285714285,55.714285714285715,43.0,3.3280000000000003,2012
216,2012-12-31,33.5,32.5,55.75,42.75,3.3689999999999998,2012
217,2013-01-07,31.8,33.6,56.4,42.0,3.373,2013
218,2013-01-14,31.428571428571427,33.42857142857143,53.285714285714285,44.42857142857143,3.377,2013
219,2013-01-21,30.142857142857142,35.57142857142857,54.285714285714285,45.0,3.386,2013
220,2013-01-28,31.714285714285715,34.857142857142854,54.714285714285715,44.42857142857143,3.427,2013
221,2013-02-04,30.0,34.42857142857143,54.0,45.285714285714285,3.6039999999999996,2013
222,2013-02-11,31.428571428571427,35.42857142857143,52.714285714285715,46.142857142857146,3.677,2013
223,2013-02-18,31.571428571428573,35.285714285714285,53.857142857142854,45.285714285714285,3.812,2013
224,2013-02-25,30.857142857142858,35.857142857142854,52.57142857142857,46.42857142857143,3.8510000000000004,2013
225,2013-03-04,29.857142857142858,37.57142857142857,51.714285714285715,46.857142857142854,3.826,2013
226,2013-03-11,29.0,38.285714285714285,51.0,47.857142857142854,3.779,2013
227,2013-03-18,29.857142857142858,38.285714285714285,50.857142857142854,48.142857142857146,3.764,2013
228,2013-03-25,29.285714285714285,37.0,51.714285714285715,47.142857142857146,3.7460000000000004,2013
229,2013-04-01,30.142857142857142,36.285714285714285,52.285714285714285,46.42857142857143,3.714,2013
230,2013-04-08,27.285714285714285,37.285714285714285,50.57142857142857,48.42857142857143,3.676,2013
231,2013-04-15,27.285714285714285,37.142857142857146,49.714285714285715,48.714285714285715,3.611,2013
232,2013-04-22,27.857142857142858,36.42857142857143,51.142857142857146,47.57142857142857,3.603,2013
233,2013-04-29,26.714285714285715,38.285714285714285,49.142857142857146,49.285714285714285,3.5869999999999997,2013
234,2013-05-06,25.285714285714285,37.714285714285715,48.57142857142857,49.285714285714285,3.602,2013
235,2013-05-13,25.428571428571427,36.285714285714285,49.42857142857143,49.142857142857146,3.665,2013
236,2013-05-20,26.0,38.166666666666664,48.833333333333336,49.5,3.7289999999999996,2013
237,2013-05-27,25.571428571428573,39.57142857142857,48.0,50.42857142857143,3.7039999999999997,2013
238,2013-06-03,25.0,38.42857142857143,49.57142857142857,49.57142857142857,3.705,2013
239,2013-06-10,26.571428571428573,37.285714285714285,49.42857142857143,49.142857142857146,3.715,2013
240,2013-06-17,24.857142857142858,39.714285714285715,47.57142857142857,51.0,3.6889999999999996,2013
241,2013-06-24,23.714285714285715,40.142857142857146,46.57142857142857,52.714285714285715,3.645,2013
242,2013-07-01,23.0,40.857142857142854,46.857142857142854,51.0,3.5669999999999997,2013
243,2013-07-08,23.2,41.6,46.2,52.4,3.563,2013
244,2013-07-15,22.142857142857142,39.57142857142857,47.42857142857143,51.142857142857146,3.7060000000000004,2013
245,2013-07-22,23.857142857142858,38.285714285714285,48.142857142857146,50.285714285714285,3.7510000000000003,2013
246,2013-07-29,24.285714285714285,38.857142857142854,48.0,51.0,3.716,2013
247,2013-08-05,24.714285714285715,40.0,47.0,51.57142857142857,3.701,2013
248,2013-08-12,24.428571428571427,40.142857142857146,47.0,51.857142857142854,3.633,2013
249,2013-08-19,23.0,40.285714285714285,46.714285714285715,51.42857142857143,3.622,2013
250,2013-08-26,23.0,40.285714285714285,46.57142857142857,52.285714285714285,3.623,2013
251,2013-09-02,25.428571428571427,36.857142857142854,48.57142857142857,49.142857142857146,3.678,2013
252,2013-09-09,24.714285714285715,37.57142857142857,48.0,49.857142857142854,3.658,2013
253,2013-09-16,22.428571428571427,40.57142857142857,45.714285714285715,52.57142857142857,3.6189999999999998,2013
254,2013-09-23,23.857142857142858,39.142857142857146,47.714285714285715,50.714285714285715,3.5669999999999997,2013
255,2013-09-30,25.0,38.285714285714285,48.57142857142857,50.0,3.4989999999999997,2013
256,2013-10-07,28.285714285714285,39.285714285714285,48.57142857142857,50.0,3.4410000000000003,2013
257,2013-10-14,27.857142857142858,39.0,50.285714285714285,48.142857142857146,3.43,2013
258,2013-10-21,28.571428571428573,41.57142857142857,48.285714285714285,50.142857142857146,3.435,2013
259,2013-10-28,27.0,38.42857142857143,51.0,48.0,3.372,2013
260,2013-11-04,24.428571428571427,41.142857142857146,47.714285714285715,51.0,3.343,2013
261,2013-11-11,23.714285714285715,42.714285714285715,45.857142857142854,53.142857142857146,3.2739999999999996,2013
262,2013-11-18,22.285714285714285,44.0,45.0,54.0,3.298,2013
263,2013-11-25,22.142857142857142,43.42857142857143,44.285714285714285,54.142857142857146,3.372,2013
264,2013-12-02,21.666666666666668,44.0,45.333333333333336,53.333333333333336,3.353,2013
265,2013-12-09,22.428571428571427,43.857142857142854,43.42857142857143,54.714285714285715,3.35,2013
266,2013-12-16,24.428571428571427,41.714285714285715,46.857142857142854,51.57142857142857,3.321,2013
267,2013-12-23,22.142857142857142,42.142857142857146,46.285714285714285,52.42857142857143,3.3510000000000004,2013
268,2013-12-30,24.25,41.0,47.25,51.5,3.409,2013
269,2014-01-06,23.8,40.4,47.4,50.8,3.411,2014
270,2014-01-13,23.714285714285715,39.857142857142854,47.857142857142854,50.57142857142857,3.406,2014
271,2014-01-20,25.142857142857142,39.0,48.857142857142854,49.57142857142857,3.3760000000000003,2014
272,2014-01-27,23.857142857142858,38.285714285714285,49.0,50.0,3.375,2014
273,2014-02-03,24.857142857142858,39.57142857142857,48.0,50.714285714285715,3.372,2014
274,2014-02-10,22.714285714285715,39.857142857142854,46.285714285714285,52.42857142857143,3.388,2014
275,2014-02-17,23.142857142857142,39.714285714285715,47.142857142857146,51.857142857142854,3.457,2014
276,2014-02-24,25.142857142857142,38.0,49.42857142857143,49.142857142857146,3.52,2014
277,2014-03-03,23.714285714285715,37.857142857142854,48.857142857142854,49.714285714285715,3.553,2014
278,2014-03-10,23.285714285714285,40.714285714285715,46.285714285714285,52.42857142857143,3.5839999999999996,2014
279,2014-03-17,22.714285714285715,41.857142857142854,46.714285714285715,51.857142857142854,3.6189999999999998,2014
280,2014-03-24,24.142857142857142,38.714285714285715,48.714285714285715,49.57142857142857,3.622,2014
281,2014-03-31,23.714285714285715,40.57142857142857,46.714285714285715,51.857142857142854,3.6510000000000002,2014
282,2014-04-07,24.285714285714285,38.57142857142857,48.57142857142857,50.285714285714285,3.67,2014
283,2014-04-14,26.142857142857142,39.857142857142854,48.142857142857146,50.857142857142854,3.725,2014
284,2014-04-21,23.571428571428573,41.285714285714285,46.285714285714285,52.857142857142854,3.758,2014
285,2014-04-28,23.142857142857142,40.142857142857146,46.714285714285715,52.142857142857146,3.7880000000000003,2014
286,2014-05-05,23.428571428571427,40.57142857142857,47.0,51.42857142857143,3.761,2014
287,2014-05-12,23.857142857142858,37.42857142857143,48.57142857142857,50.142857142857146,3.7460000000000004,2014
288,2014-05-19,22.833333333333332,37.666666666666664,47.833333333333336,50.333333333333336,3.7430000000000003,2014
289,2014-05-26,22.714285714285715,37.142857142857146,49.285714285714285,49.0,3.75,2014
290,2014-06-02,24.428571428571427,39.57142857142857,48.714285714285715,49.714285714285715,3.765,2014
291,2014-06-09,23.714285714285715,37.0,50.142857142857146,48.42857142857143,3.7489999999999997,2014
292,2014-06-16,22.142857142857142,39.0,47.42857142857143,51.285714285714285,3.76,2014
293,2014-06-23,23.142857142857142,39.42857142857143,47.857142857142854,50.57142857142857,3.778,2014
294,2014-06-30,20.25,40.25,46.0,52.5,3.778,2014
295,2014-07-07,23.0,40.25,47.5,51.25,3.753,2014
296,2014-07-14,21.714285714285715,41.0,45.57142857142857,53.0,3.7119999999999997,2014
297,2014-07-21,23.0,41.42857142857143,47.0,52.142857142857146,3.6710000000000003,2014
298,2014-07-28,23.571428571428573,41.142857142857146,46.142857142857146,52.142857142857146,3.617,2014
